Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,935972,100,456744,100,479228,100,-22484,001D1156 Index,156D1001 Index
Advanced Economies,724504,77.41,387460,84.83,337044,70.33,50416,110D1156 Index,156D1110 Index
United States,563029,60.15,319736,70,243293,50.77,76443,111D1156 Index,156D1111 Index
Emerging and Developing Economies,207183,22.14,68992,15.11,138191,28.84,-69199,200I1156 Index,156D1200 Index
Non Fuel Exporting Countries,193762.1,20.7,61389.1,13.44,132373,27.62,-70983.9,092D1156 Index,156D1092 Index
Developing Asia,119636.8,12.78,38412.4,8.41,81224.4,16.95,-42812,505D1156 Index,156D1505 Index
China,87827.3,9.38,28032.5,6.14,59794.8,12.48,-31762.3,924D1156 Index,156D1924 Index
European Union,77555.3,8.29,23496.4,5.14,54058.9,11.28,-30562.5,998D1156 Index,156D1998 Index
Euro-zone,69079.6,7.38,21919,4.8,47160.6,9.84,-25241.6,995D1156 Index,156D1995 Index
Developing Western Hemisphere,60093.8,6.42,17418.5,3.81,42675.3,8.91,-25256.8,205D1156 Index,156D1205 Index
Mexico,39779.1,4.25,10429.7,2.28,29349.4,6.12,-18919.7,273D1156 Index,156D1273 Index
Japan,24993.7,2.67,11828.9,2.59,13164.8,2.75,-1335.9,158D1156 Index,156D1158 Index
United Kingdom,23305.03,2.49,16096.1,3.52,7208.93,1.5,8887.17,112D1156 Index,156D1112 Index
Germany,20668.02,2.21,5381.12,1.18,15286.9,3.19,-9905.78,134D1156 Index,156D1134 Index
South Korea,13437.55,1.44,5753.85,1.26,7683.7,1.6,-1929.85,542D1156 Index,156D1542 Index
Fuel Exporting Countries,13420.83,1.43,7602.9,1.66,5817.93,1.21,1784.97,080D1156 Index,156D1080 Index
Developing Europe,11337.11,1.21,4089.39,0.9,7247.72,1.51,-3158.33,170D1156 Index,156D1170 Index
France,9998.31,1.07,3084.47,0.68,6913.84,1.44,-3829.37,132D1156 Index,156D1132 Index
Italy,9421.44,1.01,1956.93,0.43,7464.51,1.56,-5507.58,136D1156 Index,156D1136 Index
India,8282.5,0.88,3926.3,0.86,4356.2,0.91,-429.9,534D1156 Index,156D1534 Index
Belgium,7463.5,0.8,3521.98,0.77,3941.52,0.82,-419.54,124D1156 Index,156D1124 Index
Netherlands,6993.83,0.75,3286.54,0.72,3707.29,0.77,-420.75,138D1156 Index,156D1138 Index
Brazil,6715.49,0.72,2400.31,0.53,4315.18,0.9,-1914.87,223D1156 Index,156D1223 Index
Vietnam,6431.25,0.69,853.61,0.19,5577.64,1.16,-4724.03,582D1156 Index,156D1582 Index
Switzerland,5154.91,0.55,1202.76,0.26,3952.15,0.82,-2749.39,146D1156 Index,156D1146 Index
Saudi Arabia,4718.87,0.5,2116.99,0.46,2601.88,0.54,-484.89,456D1156 Index,156D1456 Index
Spain,4373.66,0.47,1602.23,0.35,2771.43,0.58,-1169.2,184D1156 Index,156D1184 Index
Sub-Saharan Africa,4248.26,0.45,2056.86,0.45,2191.4,0.46,-134.54,603D1156 Index,156D1603 Index
CIS Countries,4233.57,0.45,1830.54,0.4,2403.03,0.5,-572.49,901D1156 Index,156D1901 Index
Thailand,3958.17,0.42,974.27,0.21,2983.9,0.62,-2009.63,578D1156 Index,156D1578 Index
Australia,3821.39,0.41,1961.97,0.43,1859.42,0.39,102.55,193D1156 Index,156D1193 Index
Peru,3610.35,0.39,749.62,0.16,2860.73,0.6,-2111.11,293D1156 Index,156D1293 Index
Hong Kong,3323.27,0.36,3020.47,0.66,302.81,0.06,2717.67,532D1156 Index,156D1532 Index
Indonesia,3287.25,0.35,1838.72,0.4,1448.53,0.3,390.19,536D1156 Index,156D1536 Index
Turkey,3199.06,0.34,1631.78,0.36,1567.28,0.33,64.5,186D1156 Index,156D1186 Index
Ireland,3092.43,0.33,705.96,0.15,2386.47,0.5,-1680.51,178D1156 Index,156D1178 Index
Malaysia,3074.15,0.33,802.51,0.18,2271.64,0.47,-1469.13,548D1156 Index,156D1548 Index
Norway,3030.92,0.32,1824.91,0.4,1206.01,0.25,618.9,142D1156 Index,156D1142 Index
Singapore,2900.28,0.31,1946.54,0.43,953.74,0.2,992.8,576D1156 Index,156D1576 Index
Russia,2463.08,0.26,928.49,0.2,1534.59,0.32,-606.1,922D1156 Index,156D1922 Index
Bangladesh,2320.08,0.25,749.8,0.16,1570.28,0.33,-820.48,513D1156 Index,156D1513 Index
Sweden,2254.36,0.24,429.19,0.09,1825.17,0.38,-1395.98,144D1156 Index,156D1144 Index
Poland,2158.42,0.23,295.78,0.06,1862.64,0.39,-1566.86,964D1156 Index,156D1964 Index
Austria,2149.26,0.23,313.27,0.07,1835.99,0.38,-1522.72,122D1156 Index,156D1122 Index
Chile,2045.46,0.22,730.94,0.16,1314.52,0.27,-583.58,228D1156 Index,156D1228 Index
United Arab Emirates,1964.8,0.21,1794.26,0.39,170.54,0.04,1623.72,466D1156 Index,156D1466 Index
Philippines,1834.82,0.2,537.27,0.12,1297.55,0.27,-760.29,566D1156 Index,156D1566 Index
Colombia,1552.37,0.17,888.34,0.19,664.03,0.14,224.31,233D1156 Index,156D1233 Index
