Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,401198,100,209124,100,192074,100,17050,001D1536 Index,536D1001 Index
Emerging and Developing Economies,209451,52.21,105492,50.44,103959,54.12,1533,200I1536 Index,536D1200 Index
Advanced Economies,191673.6,47.78,103596,49.54,88077.6,45.86,15518.4,110D1536 Index,536D1110 Index
Non Fuel Exporting Countries,186755.8,46.55,98298.1,47,88457.7,46.05,9840.4,092D1536 Index,536D1092 Index
Developing Asia,163331.3,40.71,84257.1,40.29,79074.2,41.17,5182.9,505D1536 Index,536D1505 Index
China,79643.2,19.85,34105.4,16.31,45537.8,23.71,-11432.4,924D1536 Index,536D1924 Index
Japan,39580.5,9.87,21603.8,10.33,17976.7,9.36,3627.1,158D1536 Index,536D1158 Index
Singapore,36718.9,9.15,15279.4,7.31,21439.5,11.16,-6160.1,576D1536 Index,536D1576 Index
United States,31089.5,7.75,20877.1,9.98,10212.4,5.32,10664.7,111D1536 Index,536D1111 Index
European Union,30484.4,7.6,17729,8.48,12755.4,6.64,4973.6,998D1536 Index,536D1998 Index
Euro-zone,27665.3,6.9,16179.3,7.74,11486,5.98,4693.3,995D1536 Index,536D1995 Index
Fuel Exporting Countries,22695.59,5.66,7193.99,3.44,15501.6,8.07,-8307.61,080D1536 Index,536D1080 Index
India,21046.81,5.25,16029.9,7.67,5016.91,2.61,11012.99,534D1536 Index,536D1534 Index
South Korea,20216.48,5.04,11127.6,5.32,9088.88,4.73,2038.72,542D1536 Index,536D1542 Index
Thailand,18947.32,4.72,7994.52,3.82,10952.8,5.7,-2958.28,578D1536 Index,536D1578 Index
Malaysia,18629.64,4.64,10026.8,4.79,8602.84,4.48,1423.96,548D1536 Index,536D1548 Index
Australia,9686.4,2.41,3860.84,1.85,5825.56,3.03,-1964.72,193D1536 Index,536D1193 Index
Sub-Saharan Africa,9083.94,2.26,3627.55,1.73,5456.39,2.84,-1828.84,603D1536 Index,536D1603 Index
Developing Western Hemisphere,8951.84,2.23,4883.76,2.34,4068.08,2.12,815.68,205D1536 Index,536D1205 Index
Developing Europe,8929.11,2.23,4740.09,2.27,4189.02,2.18,551.07,170D1536 Index,536D1170 Index
Vietnam,8731.47,2.18,4936.84,2.36,3794.63,1.98,1142.21,582D1536 Index,536D1582 Index
Philippines,7358.19,1.83,6399.76,3.06,958.43,0.5,5441.33,566D1536 Index,536D1566 Index
Germany,7232.35,1.8,3259.38,1.56,3972.97,2.07,-713.59,134D1536 Index,536D1134 Index
Saudi Arabia,6378.75,1.59,1468.02,0.7,4910.73,2.56,-3442.71,456D1536 Index,536D1456 Index
Netherlands,5678.57,1.42,4439.32,2.12,1239.25,0.65,3200.07,138D1536 Index,536D1138 Index
Hong Kong,5525.65,1.38,2891.08,1.38,2634.57,1.37,256.51,532D1536 Index,536D1532 Index
CIS Countries,5386.91,1.34,2244.54,1.07,3142.37,1.64,-897.83,901D1536 Index,536D1901 Index
Italy,3986.5,0.99,2146.18,1.03,1840.32,0.96,305.86,136D1536 Index,536D1136 Index
United Arab Emirates,3681.53,0.92,1819.53,0.87,1862,0.97,-42.47,466D1536 Index,536D1466 Index
