Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,479520,100,297252,100,182268,100,114984,001D1922 Index,922D1001 Index
Advanced Economies,249332.8,52,157427,52.96,91905.8,50.42,65521.2,110D1922 Index,922D1110 Index
Emerging and Developing Economies,229728.8,47.91,139414,46.9,90314.8,49.55,49099.2,200I1922 Index,922D1200 Index
Non Fuel Exporting Countries,203375.4,42.41,119490,40.2,83885.4,46.02,35604.6,092D1922 Index,922D1092 Index
European Union,192179.3,40.08,125963,42.38,66216.3,36.33,59746.7,998D1922 Index,922D1998 Index
Euro-zone,152513.4,31.81,99122.8,33.35,53390.6,29.29,45732.2,995D1922 Index,922D1995 Index
Developing Europe,106375.3,22.18,75466.2,25.39,30909.1,16.96,44557.1,170D1922 Index,922D1170 Index
Developing Asia,91966.5,19.18,42968.4,14.46,48998.1,26.88,-6029.7,505D1922 Index,922D1505 Index
China,70156.1,14.63,32058.4,10.78,38097.7,20.9,-6039.3,924D1922 Index,922D1924 Index
CIS Countries,57907.7,12.08,38251.8,12.87,19655.9,10.78,18595.9,901D1922 Index,922D1901 Index
Germany,46043.3,9.6,26627.9,8.96,19415.4,10.65,7212.5,134D1922 Index,922D1134 Index
Fuel Exporting Countries,26353.2,5.5,19923.8,6.7,6429.4,3.53,13494.4,080D1922 Index,922D1080 Index
United States,25559.5,5.33,14512.5,4.88,11047,6.06,3465.5,111D1922 Index,922D1111 Index
Belarus,24793.49,5.17,15306.8,5.15,9486.69,5.2,5820.11,913D1922 Index,922D1913 Index
Netherlands,23336.29,4.87,20325.6,6.84,3010.69,1.65,17314.91,138D1922 Index,922D1138 Index
Italy,19619.05,4.09,11772.6,3.96,7846.45,4.3,3926.15,136D1922 Index,922D1136 Index
Japan,17949.1,3.74,11268.7,3.79,6680.4,3.67,4588.3,158D1922 Index,922D1158 Index
Turkey,17623.4,3.68,15467.2,5.2,2156.2,1.18,13311,186D1922 Index,922D1186 Index
Poland,15330.71,3.2,11373.1,3.83,3957.61,2.17,7415.49,964D1922 Index,922D1964 Index
France,14411.2,3.01,5891.7,1.98,8519.5,4.67,-2627.8,132D1922 Index,922D1132 Index
Developing Western Hemisphere,13894.59,2.9,6924.67,2.33,6969.92,3.82,-45.25,205D1922 Index,922D1205 Index
South Korea,13760.72,2.87,8643.41,2.91,5117.31,2.81,3526.1,542D1922 Index,922D1542 Index
Kazakhstan,12915.5,2.69,9288.31,3.12,3627.19,1.99,5661.12,916D1922 Index,922D1916 Index
Belgium,10631.19,2.22,8363.08,2.81,2268.11,1.24,6094.97,124D1922 Index,922D1124 Index
Finland,9232.54,1.93,6754.31,2.27,2478.23,1.36,4276.08,172D1922 Index,922D1172 Index
Ukraine,9063.93,1.89,5148.28,1.73,3915.65,2.15,1232.63,926D1922 Index,922D1926 Index
United Kingdom,8984.54,1.87,5553.3,1.87,3431.24,1.88,2122.06,112D1922 Index,922D1112 Index
India,7219.18,1.51,4821.28,1.62,2397.9,1.32,2423.38,534D1922 Index,922D1534 Index
Spain,5841.21,1.22,3416.31,1.15,2424.9,1.33,991.41,184D1922 Index,922D1184 Index
Sweden,5538.41,1.15,3870.6,1.3,1667.81,0.92,2202.79,144D1922 Index,922D1144 Index
Czech Republic,5103.54,1.06,2337.28,0.79,2766.26,1.52,-428.98,935D1922 Index,922D1935 Index
Brazil,4685.42,0.98,2161.44,0.73,2523.98,1.38,-362.54,223D1922 Index,922D1223 Index
Slovakia,4645.48,0.97,2980.02,1,1665.46,0.91,1314.56,936D1922 Index,922D1936 Index
Hungary,4293.3,0.9,2634.28,0.89,1659.02,0.91,975.26,944D1922 Index,922D1944 Index
Sub-Saharan Africa,4251.65,0.89,2963.03,1,1288.62,0.71,1674.41,603D1922 Index,922D1603 Index
Lithuania,4205.02,0.88,3790.83,1.28,414.19,0.23,3376.64,946D1922 Index,922D1946 Index
Austria,4062.63,0.85,2228.31,0.75,1834.32,1.01,393.99,122D1922 Index,922D1122 Index
Switzerland,3618.46,0.75,1666.94,0.56,1951.52,1.07,-284.58,146D1922 Index,922D1146 Index
Vietnam,3602.93,0.75,1136.83,0.38,2466.1,1.35,-1329.27,582D1922 Index,922D1582 Index
Romania,3420.47,0.71,2188.35,0.74,1232.12,0.68,956.23,968D1922 Index,922D1968 Index
Greece,3327.41,0.69,3114.26,1.05,213.15,0.12,2901.11,174D1922 Index,922D1174 Index
Singapore,3175.11,0.66,2679.13,0.9,495.98,0.27,2183.15,576D1922 Index,922D1576 Index
Bulgaria,3065.67,0.64,2585.31,0.87,480.36,0.26,2104.95,918D1922 Index,922D1918 Index
Indonesia,3062.5,0.64,850.61,0.29,2211.89,1.21,-1361.28,536D1922 Index,922D1536 Index
Uzbekistan,3033.75,0.63,2274.52,0.77,759.23,0.42,1515.29,927D1922 Index,922D1927 Index
Egypt,2680.33,0.56,2306.6,0.78,373.73,0.21,1932.87,469D1922 Index,922D1469 Index
Serbia,2677.35,0.56,1790.59,0.6,886.76,0.49,903.83,942D1922 Index,922D1942 Index
Thailand,2515.76,0.52,1369.31,0.46,1146.45,0.63,222.86,578D1922 Index,922D1578 Index
Denmark,2349.18,0.49,1518.49,0.51,830.69,0.46,687.8,128D1922 Index,922D1128 Index
Malaysia,2178.54,0.45,973.98,0.33,1204.56,0.66,-230.58,548D1922 Index,922D1548 Index
Azerbaijan,2087.93,0.44,1641.69,0.55,446.24,0.24,1195.45,912D1922 Index,922D1912 Index
Mexico,2024.28,0.42,1379.9,0.46,644.38,0.35,735.52,273D1922 Index,922D1273 Index
Israel,1861.53,0.39,1141.84,0.38,719.69,0.39,422.15,436D1922 Index,922D1436 Index
Iran,1846.85,0.39,1544.08,0.52,302.77,0.17,1241.31,429D1922 Index,922D1429 Index
Norway,1810.36,0.38,1145.47,0.39,664.89,0.36,480.58,142D1922 Index,922D1142 Index
Portugal,1704.11,0.36,1308.59,0.44,395.52,0.22,913.07,182D1922 Index,922D1182 Index
Trinidad And Tobago,1653.61,0.34,1653.31,0.56,0.3,0,1653.01,369D1922 Index,922D1369 Index
Morocco,1588.93,0.33,1021.92,0.34,567.01,0.31,454.91,686D1922 Index,922D1686 Index
Estonia,1484.97,0.31,847.99,0.29,636.98,0.35,211.01,939D1922 Index,922D1939 Index
Canada,1463.07,0.31,743.88,0.25,719.19,0.39,24.7,156D1922 Index,922D1156 Index
Latvia,1446.92,0.3,1103.55,0.37,343.37,0.19,760.18,941D1922 Index,922D1941 Index
United Arab Emirates,1380.22,0.29,1107.62,0.37,272.6,0.15,835.02,466D1922 Index,922D1466 Index
Ecuador,1379.15,0.29,167.72,0.06,1211.43,0.66,-1043.72,248D1922 Index,922D1248 Index
Armenia,1367.73,0.29,985.91,0.33,381.82,0.21,604.09,911D1922 Index,922D1911 Index
Ireland,1098.35,0.23,201,0.07,897.36,0.49,-696.36,178D1922 Index,922D1178 Index
Slovenia,1087.47,0.23,280.15,0.09,807.32,0.44,-527.17,961D1922 Index,922D1961 Index
Bangladesh,1085.95,0.23,412.03,0.14,673.92,0.37,-261.89,513D1922 Index,922D1513 Index
Argentina,1077.97,0.22,393.79,0.13,684.18,0.38,-290.39,213D1922 Index,922D1213 Index
Tajikistan,1012.26,0.21,985.86,0.33,26.4,0.01,959.47,923D1922 Index,922D1923 Index
Kyrgyzstan,975.98,0.2,799.82,0.27,176.16,0.1,623.66,917D1922 Index,922D1917 Index
Iraq,971.97,0.2,971.97,0.33,0,0,971.97,433D1922 Index,922D1433 Index
Georgia,937.15,0.2,680.59,0.23,256.56,0.14,424.03,915D1922 Index,922D1915 Index
Turkmenistan,936.02,0.2,604.81,0.2,331.21,0.18,273.61,925D1922 Index,922D1925 Index
Mongolia,897.8,0.19,861.89,0.29,35.91,0.02,825.97,948D1922 Index,922D1948 Index
Saudi Arabia,863.37,0.18,722.49,0.24,140.88,0.08,581.61,456D1922 Index,922D1456 Index
Hong Kong,860.29,0.18,692.63,0.23,167.66,0.09,524.97,532D1922 Index,922D1532 Index
South Africa,793.16,0.17,272.11,0.09,521.05,0.29,-248.94,199D1922 Index,922D1199 Index
Paraguay,784.6,0.16,87.82,0.03,696.78,0.38,-608.96,288D1922 Index,922D1288 Index
Moldova,783.92,0.16,535.2,0.18,248.72,0.14,286.49,921D1922 Index,922D1921 Index
Tunisia,765.35,0.16,655.04,0.22,110.3,0.06,544.74,744D1922 Index,922D1744 Index
Lebanon,739.52,0.15,728.47,0.25,11.04,0.01,717.43,446D1922 Index,922D1446 Index
Chile,655.68,0.14,57.3,0.02,598.39,0.33,-541.09,228D1922 Index,922D1228 Index
Australia,643.08,0.13,173.58,0.06,469.5,0.26,-295.93,193D1922 Index,922D1193 Index
Nigeria,634.55,0.13,619.98,0.21,14.57,0.01,605.42,694D1922 Index,922D1694 Index
Algeria,570.32,0.12,562.15,0.19,8.17,0,553.99,612D1922 Index,922D1612 Index
Croatia,564.18,0.12,332.41,0.11,231.77,0.13,100.64,960D1922 Index,922D1960 Index
Pakistan,530,0.11,258.01,0.09,271.99,0.15,-13.98,564D1922 Index,922D1564 Index
Angola,497.83,0.1,497.82,0.17,0.01,0,497.8,614D1922 Index,922D1614 Index
Philippines,485.47,0.1,191.32,0.06,294.15,0.16,-102.83,566D1922 Index,922D1566 Index
Sri Lanka,481.94,0.1,199.88,0.07,282.06,0.15,-82.18,524D1922 Index,922D1524 Index
Bosnia and Herzegovina,479.95,0.1,403.89,0.14,76.06,0.04,327.83,963D1922 Index,922D1963 Index
Other Countries,453.96,0.09,410.63,0.14,43.33,0.02,367.29,910D1922 Index,922D1910 Index
Peru,382.72,0.08,289.11,0.1,93.61,0.05,195.5,293D1922 Index,922D1293 Index
Kenya,376.61,0.08,239.08,0.08,137.53,0.08,101.55,664D1922 Index,922D1664 Index
Cuba,373.02,0.08,338.52,0.11,34.5,0.02,304.02,928D1922 Index,922D1928 Index
Syria,365.74,0.08,354.7,0.12,11.04,0.01,343.65,463D1922 Index,922D1463 Index
Colombia,358.35,0.07,255.77,0.09,102.58,0.06,153.19,233D1922 Index,922D1233 Index
Faeroe Islands,315.28,0.07,34.99,0.01,280.29,0.15,-245.3,816D1922 Index,922D1816 Index
Ethiopia,306.94,0.06,286.31,0.1,20.62,0.01,265.69,644D1922 Index,922D1644 Index
New Zealand,296.04,0.06,145.94,0.05,150.1,0.08,-4.16,196D1922 Index,922D1196 Index
Cote D Ivoire,294.63,0.06,59.23,0.02,235.4,0.13,-176.17,662D1922 Index,922D1662 Index
Sudan,278.56,0.06,278.21,0.09,0.35,0,277.87,732D1922 Index,922D1732 Index
Jordan,234.89,0.05,216.94,0.07,17.95,0.01,198.99,439D1922 Index,922D1439 Index
Macedonia,224.82,0.05,142.96,0.05,81.86,0.04,61.11,962D1922 Index,922D1962 Index
Tanzania,155.94,0.03,107.39,0.04,48.55,0.03,58.84,738D1922 Index,922D1738 Index
"Congo, Democratic Republic",151.49,0.03,151.27,0.05,0.23,0,151.04,636D1922 Index,922D1636 Index
Afghanistan,145.07,0.03,138.79,0.05,6.28,0,132.51,512D1922 Index,922D1512 Index
Cambodia,144.81,0.03,8.47,0,136.35,0.07,-127.88,522D1922 Index,922D1522 Index
Luxembourg,143.77,0.03,5.46,0,138.31,0.08,-132.85,137D1922 Index,922D1137 Index
Uruguay,141.35,0.03,32.24,0.01,109.11,0.06,-76.87,298D1922 Index,922D1298 Index
Cyprus,135.02,0.03,83.35,0.03,51.66,0.03,31.69,423D1922 Index,922D1423 Index
Venezuela,133.56,0.03,131.76,0.04,1.79,0,129.97,299D1922 Index,922D1299 Index
Ghana,126.56,0.03,69.25,0.02,57.31,0.03,11.94,652D1922 Index,922D1652 Index
Costa Rica,124.53,0.03,48.84,0.02,75.69,0.04,-26.85,238D1922 Index,922D1238 Index
Qatar,115.81,0.02,81.32,0.03,34.49,0.02,46.83,453D1922 Index,922D1453 Index
Oman,108.3,0.02,105.84,0.04,2.46,0,103.38,449D1922 Index,922D1449 Index
Albania,98.61,0.02,87.73,0.03,10.88,0.01,76.85,914D1922 Index,922D1914 Index
Senegal,97.76,0.02,92.08,0.03,5.69,0,86.39,722D1922 Index,922D1722 Index
