Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,878157,100,420777,100,457380,100,-36603,001D1156 Index,156D1001 Index
Advanced Economies,681970,77.66,360118,85.58,321852,70.37,38266,110D1156 Index,156D1110 Index
United States,535585,60.99,299975,71.29,235610,51.51,64365,111D1156 Index,156D1111 Index
Emerging and Developing Economies,192223.1,21.89,60345.1,14.34,131878,28.83,-71532.9,200I1156 Index,156D1200 Index
Non Fuel Exporting Countries,179045.5,20.39,54020.5,12.84,125025,27.34,-71004.5,092D1156 Index,156D1092 Index
Developing Asia,106511.7,12.13,30799,7.32,75712.7,16.55,-44913.7,505D1156 Index,156D1505 Index
China,78150,8.9,20347,4.84,57803,12.64,-37456,924D1156 Index,156D1924 Index
European Union,67056.6,7.64,20505.1,4.87,46551.5,10.18,-26046.4,998D1156 Index,156D1998 Index
Euro-zone,59260.1,6.75,18922.5,4.5,40337.6,8.82,-21415.1,995D1156 Index,156D1995 Index
Developing Western Hemisphere,58937.9,6.71,17040.3,4.05,41897.6,9.16,-24857.3,205D1156 Index,156D1205 Index
Mexico,39119.2,4.45,10375.5,2.47,28743.7,6.28,-18368.2,273D1156 Index,156D1273 Index
Japan,25182.1,2.87,10951.1,2.6,14231,3.11,-3279.9,158D1156 Index,156D1158 Index
United Kingdom,22175.2,2.53,15052.9,3.58,7122.3,1.56,7930.6,112D1156 Index,156D1112 Index
Germany,18413.49,2.1,3925.89,0.93,14487.6,3.17,-10561.71,134D1156 Index,156D1134 Index
Fuel Exporting Countries,13177.43,1.5,6324.6,1.5,6852.83,1.5,-528.23,080D1156 Index,156D1080 Index
South Korea,12005.63,1.37,4990.44,1.19,7015.19,1.53,-2024.75,542D1156 Index,156D1542 Index
Developing Europe,11509.35,1.31,4599.43,1.09,6909.92,1.51,-2310.49,170D1156 Index,156D1170 Index
Italy,8358.76,0.95,1746.9,0.42,6611.86,1.45,-4864.96,136D1156 Index,156D1136 Index
