Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,811904,100,385034,100,426870,100,-41836,001D1156 Index,156D1001 Index
Advanced Economies,635101,78.22,331786,86.17,303315,71.06,28471,110D1156 Index,156D1110 Index
United States,500834,61.69,278067,72.22,222767,52.19,55300,111D1156 Index,156D1111 Index
Emerging and Developing Economies,173078.8,21.32,52925.8,13.75,120153,28.15,-67227.2,200I1156 Index,156D1200 Index
Non Fuel Exporting Countries,161109.4,19.84,47224.4,12.26,113885,26.68,-66660.6,092D1156 Index,156D1092 Index
Developing Asia,94320.2,11.62,26010.6,6.76,68309.6,16,-42299,505D1156 Index,156D1505 Index
China,69737.2,8.59,18248.1,4.74,51489.1,12.06,-33241,924D1156 Index,156D1924 Index
European Union,60647.5,7.47,18437.1,4.79,42210.4,9.89,-23773.3,998D1156 Index,156D1998 Index
Developing Western Hemisphere,55232.5,6.8,16565.1,4.3,38667.4,9.06,-22102.3,205D1156 Index,156D1205 Index
Euro-zone,53782.8,6.62,17066.6,4.43,36716.2,8.6,-19649.6,995D1156 Index,156D1995 Index
Mexico,36741.4,4.53,10209.9,2.65,26531.5,6.22,-16321.6,273D1156 Index,156D1273 Index
Japan,21839.16,2.69,9179.56,2.38,12659.6,2.97,-3480.04,158D1156 Index,156D1158 Index
United Kingdom,20261.96,2.5,13672.3,3.55,6589.66,1.54,7082.64,112D1156 Index,156D1112 Index
Germany,17620.33,2.17,3810.63,0.99,13809.7,3.24,-9999.07,134D1156 Index,156D1134 Index
South Korea,12361.32,1.52,3871.04,1.01,8490.28,1.99,-4619.24,542D1156 Index,156D1542 Index
Fuel Exporting Countries,11969.26,1.47,5701.35,1.48,6267.91,1.47,-566.56,080D1156 Index,156D1080 Index
Developing Europe,8308.59,1.02,2739.66,0.71,5568.93,1.3,-2829.27,170D1156 Index,156D1170 Index
Italy,7668.84,0.94,1632.79,0.42,6036.05,1.41,-4403.26,136D1156 Index,156D1136 Index
France,7442.79,0.92,2657.08,0.69,4785.71,1.12,-2128.63,132D1156 Index,156D1132 Index
India,6009.34,0.74,2778.13,0.72,3231.21,0.76,-453.08,534D1156 Index,156D1534 Index
Brazil,5047.23,0.62,1951.9,0.51,3095.33,0.73,-1143.43,223D1156 Index,156D1223 Index
Netherlands,5043.61,0.62,2091.72,0.54,2951.89,0.69,-860.17,138D1156 Index,156D1138 Index
Switzerland,4643.15,0.57,1036.4,0.27,3606.75,0.84,-2570.35,146D1156 Index,156D1146 Index
Sub-Saharan Africa,4633.81,0.57,1780.52,0.46,2853.29,0.67,-1072.77,603D1156 Index,156D1603 Index
Belgium,4586.59,0.56,2811.76,0.73,1774.83,0.42,1036.93,124D1156 Index,156D1124 Index
Vietnam,4362.21,0.54,395.47,0.1,3966.74,0.93,-3571.27,582D1156 Index,156D1582 Index
Thailand,3434.47,0.42,908.97,0.24,2525.5,0.59,-1616.53,578D1156 Index,156D1578 Index
Spain,3242.27,0.4,1330.27,0.35,1912,0.45,-581.73,184D1156 Index,156D1184 Index
Australia,3112.71,0.38,1508.38,0.39,1604.33,0.38,-95.95,193D1156 Index,156D1193 Index
CIS Countries,2941.98,0.36,1162.18,0.3,1779.8,0.42,-617.62,901D1156 Index,156D1901 Index
Malaysia,2741.34,0.34,668.67,0.17,2072.67,0.49,-1404,548D1156 Index,156D1548 Index
Indonesia,2678.94,0.33,1383.03,0.36,1295.91,0.3,87.12,536D1156 Index,156D1536 Index
Peru,2643.66,0.33,686.81,0.18,1956.85,0.46,-1270.04,293D1156 Index,156D1293 Index
Norway,2547.68,0.31,1281.88,0.33,1265.8,0.3,16.08,142D1156 Index,156D1142 Index
Saudi Arabia,2457.67,0.3,1075.96,0.28,1381.71,0.32,-305.75,456D1156 Index,156D1456 Index
Turkey,2240.61,0.28,1145.52,0.3,1095.09,0.26,50.43,186D1156 Index,156D1186 Index
Hong Kong,2189.18,0.27,1954.09,0.51,235.09,0.06,1719,532D1156 Index,156D1532 Index
Sweden,2130.35,0.26,487.53,0.13,1642.82,0.38,-1155.29,144D1156 Index,156D1144 Index
Ireland,2109.57,0.26,563.96,0.15,1545.61,0.36,-981.65,178D1156 Index,156D1178 Index
Algeria,2023.65,0.25,521.51,0.14,1502.14,0.35,-980.64,612D1156 Index,156D1612 Index
Bangladesh,2008.77,0.25,713.3,0.19,1295.47,0.3,-582.17,513D1156 Index,156D1513 Index
Chile,1989.71,0.25,642.03,0.17,1347.68,0.32,-705.65,228D1156 Index,156D1228 Index
Singapore,1957.31,0.24,1172.44,0.3,784.87,0.18,387.57,576D1156 Index,156D1576 Index
Poland,1756.79,0.22,222.36,0.06,1534.43,0.36,-1312.07,964D1156 Index,156D1964 Index
Austria,1650.1,0.2,249.19,0.06,1400.91,0.33,-1151.72,122D1156 Index,156D1122 Index
United Arab Emirates,1645.09,0.2,1542.54,0.4,102.55,0.02,1439.99,466D1156 Index,156D1466 Index
Argentina,1625.39,0.2,345.36,0.09,1280.03,0.3,-934.68,213D1156 Index,156D1213 Index
Philippines,1502.49,0.19,418,0.11,1084.49,0.25,-666.49,566D1156 Index,156D1566 Index
Russia,1463.07,0.18,719.19,0.19,743.88,0.17,-24.7,922D1156 Index,156D1922 Index
Nigeria,1433.79,0.18,163.11,0.04,1270.68,0.3,-1107.57,694D1156 Index,156D1694 Index
Colombia,1397.6,0.17,766.85,0.2,630.76,0.15,136.09,233D1156 Index,156D1233 Index
Israel,1319.19,0.16,285.97,0.07,1033.22,0.24,-747.25,436D1156 Index,156D1436 Index
Dominican Republic,1130.02,0.14,199.85,0.05,930.17,0.22,-730.32,243D1156 Index,156D1243 Index
Finland,1112.52,0.14,434.44,0.11,678.08,0.16,-243.64,172D1156 Index,156D1172 Index
Denmark,1101.51,0.14,280.32,0.07,821.19,0.19,-540.87,128D1156 Index,156D1128 Index
Pakistan,1062.27,0.13,771.34,0.2,290.93,0.07,480.41,564D1156 Index,156D1564 Index
Egypt,1055.44,0.13,227.8,0.06,827.64,0.19,-599.84,469D1156 Index,156D1469 Index
South Africa,1047.59,0.13,364.08,0.09,683.51,0.16,-319.44,199D1156 Index,156D1199 Index
Cambodia,1000.29,0.12,49.79,0.01,950.5,0.22,-900.71,522D1156 Index,156D1522 Index
New Zealand,986.85,0.12,455.46,0.12,531.4,0.12,-75.94,196D1156 Index,156D1196 Index
Morocco,745.93,0.09,408.51,0.11,337.42,0.08,71.1,686D1156 Index,156D1686 Index
Guatemala,740.88,0.09,90.75,0.02,650.13,0.15,-559.38,258D1156 Index,156D1258 Index
Malta,714.15,0.09,677.11,0.18,37.04,0.01,640.07,181D1156 Index,156D1181 Index
Kazakhstan,665.86,0.08,111.22,0.03,554.64,0.13,-443.42,916D1156 Index,156D1916 Index
Other Countries,632.61,0.08,321.71,0.08,310.9,0.07,10.81,910D1156 Index,156D1910 Index
Cuba,632.51,0.08,321.66,0.08,310.85,0.07,10.82,928D1156 Index,156D1928 Index
Portugal,631.8,0.08,183.16,0.05,448.64,0.11,-265.47,182D1156 Index,156D1182 Index
Czech Republic,577.44,0.07,143.59,0.04,433.86,0.1,-290.27,935D1156 Index,156D1935 Index
Hungary,573.97,0.07,89.65,0.02,484.32,0.11,-394.67,944D1156 Index,156D1944 Index
Guyana,570.86,0.07,37.42,0.01,533.44,0.12,-496.01,336D1156 Index,156D1336 Index
Costa Rica,562.44,0.07,155.23,0.04,407.22,0.1,-251.99,238D1156 Index,156D1238 Index
Sri Lanka,531.26,0.07,252.16,0.07,279.1,0.07,-26.94,524D1156 Index,156D1524 Index
Romania,501.44,0.06,80.4,0.02,421.04,0.1,-340.63,968D1156 Index,156D1968 Index
Slovakia,496.94,0.06,79.66,0.02,417.28,0.1,-337.62,936D1156 Index,156D1936 Index
Ecuador,406.67,0.05,190.22,0.05,216.45,0.05,-26.23,248D1156 Index,156D1248 Index
Trinidad And Tobago,395.3,0.05,271.93,0.07,123.38,0.03,148.55,369D1156 Index,156D1369 Index
Cote D Ivoire,366.69,0.05,28.51,0.01,338.18,0.08,-309.67,662D1156 Index,156D1662 Index
Luxembourg,356.5,0.04,232.12,0.06,124.38,0.03,107.74,137D1156 Index,156D1137 Index
Qatar,356.31,0.04,327.48,0.09,28.84,0.01,298.64,453D1156 Index,156D1453 Index
Honduras,322.3,0.04,41.27,0.01,281.03,0.07,-239.75,268D1156 Index,156D1268 Index
Lithuania,317.16,0.04,15.96,0,301.2,0.07,-285.24,946D1156 Index,156D1946 Index
Ukraine,303.1,0.04,217.29,0.06,85.81,0.02,131.49,926D1156 Index,156D1926 Index
Ghana,289.94,0.04,236.69,0.06,53.25,0.01,183.44,652D1156 Index,156D1652 Index
Greece,264.27,0.03,71.22,0.02,193.05,0.05,-121.82,174D1156 Index,156D1174 Index
Slovenia,253.61,0.03,119.76,0.03,133.85,0.03,-14.1,961D1156 Index,156D1961 Index
Jamaica,250.39,0.03,87.05,0.02,163.34,0.04,-76.29,343D1156 Index,156D1343 Index
Tunisia,222.33,0.03,149.4,0.04,72.93,0.02,76.47,744D1156 Index,156D1744 Index
