Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,1285437,100,639935,100,645502,100,-5567,001D1138 Index,138D1001 Index
Advanced Economies,948558,73.79,552772,86.38,395786,61.31,156986,110D1138 Index,138D1110 Index
European Union,720905,56.08,462178,72.22,258727,40.08,203451,998D1138 Index,138D1998 Index
Euro-zone,621966,48.39,401361,62.72,220605,34.18,180756,995D1138 Index,138D1995 Index
Emerging and Developing Economies,331927.2,25.82,87060.2,13.6,244867,37.93,-157806.8,200I1138 Index,138D1200 Index
Germany,277054.8,21.55,180892,28.27,96162.8,14.9,84729.2,134D1138 Index,138D1134 Index
Non Fuel Exporting Countries,268181.3,20.86,73301.3,11.45,194880,30.19,-121578.7,092D1138 Index,138D1092 Index
Developing Asia,157994.6,12.29,21913.6,3.42,136081,21.08,-114167.4,505D1138 Index,138D1505 Index
Belgium,134581.7,10.47,81980.6,12.81,52601.1,8.15,29379.5,124D1138 Index,138D1124 Index
China,113078.3,8.8,12303.3,1.92,100775,15.61,-88471.7,924D1138 Index,138D1924 Index
Developing Europe,93533.2,7.28,38487.1,6.01,55046.1,8.53,-16559,170D1138 Index,138D1170 Index
United Kingdom,90973.5,7.08,55786.8,8.72,35186.7,5.45,20600.1,112D1138 Index,138D1112 Index
France,75539.8,5.88,54857.4,8.57,20682.4,3.2,34175,132D1138 Index,138D1132 Index
United States,70768.7,5.51,24605.8,3.85,46162.9,7.15,-21557.1,111D1138 Index,138D1111 Index
Fuel Exporting Countries,63745.9,4.96,13758.9,2.15,49987,7.74,-36228.1,080D1138 Index,138D1080 Index
Italy,39757,3.09,26794.1,4.19,12962.9,2.01,13831.2,136D1138 Index,138D1136 Index
CIS Countries,37273.49,2.9,5762.99,0.9,31510.5,4.88,-25747.51,901D1138 Index,138D1901 Index
Russia,32415.73,2.52,3694.93,0.58,28720.8,4.45,-25025.87,922D1138 Index,138D1922 Index
Developing Western Hemisphere,31785.91,2.47,8949.11,1.4,22836.8,3.54,-13887.69,205D1138 Index,138D1205 Index
Spain,31081.3,2.42,19892.9,3.11,11188.4,1.73,8704.5,184D1138 Index,138D1184 Index
Poland,26264.1,2.04,14919,2.33,11345.1,1.76,3573.9,964D1138 Index,138D1964 Index
Sweden,24530.95,1.91,15957.6,2.49,8573.35,1.33,7384.25,144D1138 Index,138D1144 Index
Norway,23798.24,1.85,4061.94,0.63,19736.3,3.06,-15674.36,142D1138 Index,138D1142 Index
Sub-Saharan Africa,22364.96,1.74,7383.16,1.15,14981.8,2.32,-7598.64,603D1138 Index,138D1603 Index
Czech Republic,16620.22,1.29,9699.21,1.52,6921.01,1.07,2778.2,935D1138 Index,138D1935 Index
Japan,15203.99,1.18,3185.49,0.5,12018.5,1.86,-8833.01,158D1138 Index,138D1158 Index
South Korea,13852.48,1.08,6908.37,1.08,6944.11,1.08,-35.74,542D1138 Index,138D1542 Index
Ireland,13402.24,1.04,4491.95,0.7,8910.29,1.38,-4418.34,178D1138 Index,138D1178 Index
Denmark,12973.32,1.01,7946.03,1.24,5027.29,0.78,2918.74,128D1138 Index,138D1128 Index
Switzerland,12259.04,0.95,5503.8,0.86,6755.24,1.05,-1251.44,146D1138 Index,138D1146 Index
Austria,12087.26,0.94,8549.78,1.34,3537.48,0.55,5012.3,122D1138 Index,138D1122 Index
Finland,11810.2,0.92,6752.74,1.06,5057.46,0.78,1695.28,172D1138 Index,138D1172 Index
Singapore,9938.71,0.77,4307.86,0.67,5630.85,0.87,-1322.99,576D1138 Index,138D1576 Index
Hungary,9266.16,0.72,6022.47,0.94,3243.69,0.5,2778.78,944D1138 Index,138D1944 Index
Brazil,8877.3,0.69,1792.51,0.28,7084.79,1.1,-5292.28,223D1138 Index,138D1223 Index
Malaysia,8849.03,0.69,1672.86,0.26,7176.17,1.11,-5503.31,548D1138 Index,138D1548 Index
India,8732.81,0.68,3653.81,0.57,5079,0.79,-1425.19,534D1138 Index,138D1534 Index
Turkey,8689.09,0.68,3448.91,0.54,5240.18,0.81,-1791.27,186D1138 Index,138D1186 Index
Israel,8261.68,0.64,3282,0.51,4979.68,0.77,-1697.68,436D1138 Index,138D1436 Index
Portugal,7211.85,0.56,4701.39,0.73,2510.46,0.39,2190.93,182D1138 Index,138D1182 Index
Canada,7087.49,0.55,3653.96,0.57,3433.53,0.53,220.43,156D1138 Index,138D1156 Index
Thailand,6916.45,0.54,1026.04,0.16,5890.41,0.91,-4864.37,578D1138 Index,138D1578 Index
Nigeria,6872.38,0.53,1868.71,0.29,5003.67,0.78,-3134.96,694D1138 Index,138D1694 Index
Vietnam,6671.34,0.52,764.28,0.12,5907.06,0.92,-5142.78,582D1138 Index,138D1582 Index
Mexico,6413.52,0.5,2598.86,0.41,3814.66,0.59,-1215.8,273D1138 Index,138D1273 Index
Romania,5786.79,0.45,3793.98,0.59,1992.81,0.31,1801.17,968D1138 Index,138D1968 Index
Indonesia,5678.57,0.44,1239.25,0.19,4439.32,0.69,-3200.07,536D1138 Index,138D1536 Index
Saudi Arabia,5554.09,0.43,1733.05,0.27,3821.04,0.59,-2087.99,456D1138 Index,138D1456 Index
Australia,5110.43,0.4,2395.36,0.37,2715.07,0.42,-319.71,193D1138 Index,138D1193 Index
Slovakia,4183.19,0.33,2314.7,0.36,1868.49,0.29,446.21,936D1138 Index,138D1936 Index
South Africa,4180.59,0.33,1218.01,0.19,2962.58,0.46,-1744.57,199D1138 Index,138D1199 Index
Greece,3977.5,0.31,3318.91,0.52,658.59,0.1,2660.32,174D1138 Index,138D1174 Index
Iraq,3931.76,0.31,729.16,0.11,3202.6,0.5,-2473.44,433D1138 Index,138D1433 Index
United Arab Emirates,3578.15,0.28,1719,0.27,1859.15,0.29,-140.15,466D1138 Index,138D1466 Index
Hong Kong,3451.62,0.27,2707.96,0.42,743.66,0.12,1964.3,532D1138 Index,138D1532 Index
Iceland,3138.5,0.24,482.09,0.08,2656.41,0.41,-2174.32,176D1138 Index,138D1176 Index
Bangladesh,3030.04,0.24,201.46,0.03,2828.58,0.44,-2627.12,513D1138 Index,138D1513 Index
Lithuania,2898.86,0.23,1801.33,0.28,1097.53,0.17,703.8,946D1138 Index,138D1946 Index
Luxembourg,2853.58,0.22,1330.68,0.21,1522.9,0.24,-192.22,137D1138 Index,138D1137 Index
Philippines,2730.41,0.21,614.86,0.1,2115.55,0.33,-1500.69,566D1138 Index,138D1566 Index
Ukraine,2556.72,0.2,776.41,0.12,1780.31,0.28,-1003.9,926D1138 Index,138D1926 Index
Chile,2522.15,0.2,493.4,0.08,2028.75,0.31,-1535.35,228D1138 Index,138D1228 Index
Bulgaria,2228.27,0.17,1435.18,0.22,793.09,0.12,642.09,918D1138 Index,138D1918 Index
Cote D Ivoire,2225.01,0.17,400.41,0.06,1824.6,0.28,-1424.19,662D1138 Index,138D1662 Index
Argentina,2210.93,0.17,532.18,0.08,1678.75,0.26,-1146.57,213D1138 Index,138D1213 Index
Slovenia,1904.1,0.15,1256.79,0.2,647.31,0.1,609.48,961D1138 Index,138D1961 Index
Kuwait,1725.97,0.13,157.75,0.02,1568.22,0.24,-1410.47,443D1138 Index,138D1443 Index
Egypt,1688.15,0.13,1232.26,0.19,455.89,0.07,776.37,469D1138 Index,138D1469 Index
Morocco,1568.05,0.12,923.94,0.14,644.1,0.1,279.84,686D1138 Index,138D1686 Index
Ghana,1559.91,0.12,259.59,0.04,1300.32,0.2,-1040.73,652D1138 Index,138D1652 Index
Colombia,1498.4,0.12,245.99,0.04,1252.41,0.19,-1006.42,233D1138 Index,138D1233 Index
Peru,1450.81,0.11,256.7,0.04,1194.11,0.18,-937.41,293D1138 Index,138D1293 Index
Iran,1375.87,0.11,1057.37,0.17,318.5,0.05,738.87,429D1138 Index,138D1429 Index
Latvia,1365.12,0.11,707.41,0.11,657.72,0.1,49.69,941D1138 Index,138D1941 Index
Pakistan,1298.73,0.1,502.71,0.08,796.03,0.12,-293.32,564D1138 Index,138D1564 Index
Estonia,1277.54,0.1,932.88,0.15,344.67,0.05,588.21,939D1138 Index,138D1939 Index
Croatia,1269.19,0.1,1043.65,0.16,225.54,0.03,818.11,960D1138 Index,138D1960 Index
Algeria,1261.14,0.1,0,0,1261.14,0.2,-1261.14,612D1138 Index,138D1612 Index
Costa Rica,1180.16,0.09,89.94,0.01,1090.22,0.17,-1000.28,238D1138 Index,138D1238 Index
New Zealand,1173,0.09,466.07,0.07,706.93,0.11,-240.86,196D1138 Index,138D1196 Index
Ecuador,1112.04,0.09,535.56,0.08,576.48,0.09,-40.92,248D1138 Index,138D1248 Index
Mozambique,988.3,0.08,517.98,0.08,470.31,0.07,47.67,688D1138 Index,138D1688 Index
Uruguay,836.15,0.07,91.77,0.01,744.38,0.12,-652.62,298D1138 Index,138D1298 Index
Qatar,825.23,0.06,409.64,0.06,415.58,0.06,-5.94,453D1138 Index,138D1453 Index
Libya,817.9,0.06,390.61,0.06,427.3,0.07,-36.69,672D1138 Index,138D1672 Index
Kenya,785.29,0.06,190.64,0.03,594.64,0.09,-404,664D1138 Index,138D1664 Index
Dominican Republic,751.2,0.06,398.59,0.06,352.62,0.05,45.97,243D1138 Index,138D1243 Index
Cameroon,747.46,0.06,296.3,0.05,451.17,0.07,-154.87,622D1138 Index,138D1622 Index
Cambodia,737.79,0.06,47.95,0.01,689.83,0.11,-641.88,522D1138 Index,138D1522 Index
Serbia,729.77,0.06,424.67,0.07,305.1,0.05,119.57,942D1138 Index,138D1942 Index
Kazakhstan,717.74,0.06,308.27,0.05,409.47,0.06,-101.2,916D1138 Index,138D1916 Index
Oman,541.38,0.04,273.09,0.04,268.29,0.04,4.81,449D1138 Index,138D1449 Index
Paraguay,539.9,0.04,415.15,0.06,124.75,0.02,290.4,288D1138 Index,138D1288 Index
Belarus,539.78,0.04,323.77,0.05,216.02,0.03,107.75,913D1138 Index,138D1913 Index
Guatemala,537.23,0.04,113.77,0.02,423.47,0.07,-309.7,258D1138 Index,138D1258 Index
Cyprus,520.12,0.04,440.44,0.07,79.68,0.01,360.75,423D1138 Index,138D1423 Index
Tunisia,514.35,0.04,252.24,0.04,262.11,0.04,-9.87,744D1138 Index,138D1744 Index
Bahrain,496.5,0.04,150.64,0.02,345.86,0.05,-195.22,419D1138 Index,138D1419 Index
