Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,1100371,100,519074,100,581297,100,-62223,001D1132 Index,132D1001 Index
Advanced Economies,836389,76.01,387530,74.66,448859,77.22,-61329,110D1132 Index,132D1110 Index
European Union,652693,59.32,267976,51.63,384717,66.18,-116741,998D1132 Index,132D1998 Index
Euro-zone,574912,52.25,233486,44.98,341426,58.74,-107940,995D1132 Index,132D1995 Index
Emerging and Developing Economies,262918,23.89,131350,25.3,131568,22.63,-218,200I1132 Index,132D1200 Index
Non Fuel Exporting Countries,216139,19.64,104597,20.15,111542,19.19,-6945,092D1132 Index,132D1092 Index
Germany,169269.4,15.38,67834.4,13.07,101435,17.45,-33600.6,134D1132 Index,132D1134 Index
Developing Asia,100303.7,9.12,42302.9,8.15,58000.8,9.98,-15697.9,505D1132 Index,132D1505 Index
Belgium,94964.7,8.63,38929.2,7.5,56035.5,9.64,-17106.3,124D1132 Index,132D1124 Index
Italy,84639.8,7.69,35777.4,6.89,48862.4,8.41,-13085,136D1132 Index,132D1136 Index
Spain,83422,7.58,37166.3,7.16,46255.7,7.96,-9089.4,184D1132 Index,132D1184 Index
China,71327.3,6.48,30215.8,5.82,41111.5,7.07,-10895.7,924D1132 Index,132D1924 Index
United States,70928.2,6.45,43046.8,8.29,27881.4,4.8,15165.4,111D1132 Index,132D1111 Index
Netherlands,68189.1,6.2,18043,3.48,50146.1,8.63,-32103.1,138D1132 Index,132D1138 Index
United Kingdom,51250.4,4.66,28873.9,5.56,22376.5,3.85,6497.4,112D1132 Index,132D1112 Index
Fuel Exporting Countries,46779.2,4.25,26752.8,5.15,20026.4,3.45,6726.4,080D1132 Index,132D1080 Index
Switzerland,33790.1,3.07,17220.7,3.32,16569.4,2.85,651.3,146D1132 Index,132D1146 Index
Poland,23934.53,2.18,9943.03,1.92,13991.5,2.41,-4048.47,964D1132 Index,132D1964 Index
CIS Countries,20611.72,1.87,11766.9,2.27,8844.82,1.52,2922.08,901D1132 Index,132D1901 Index
Ireland,20255.64,1.84,11591.4,2.23,8664.24,1.49,2927.16,178D1132 Index,132D1178 Index
Developing Western Hemisphere,18096.15,1.64,11242.9,2.17,6853.25,1.18,4389.65,205D1132 Index,132D1205 Index
Sub-Saharan Africa,17339.52,1.58,10704.5,2.06,6635.02,1.14,4069.48,603D1132 Index,132D1603 Index
Japan,14885.75,1.35,9255.48,1.78,5630.27,0.97,3625.21,158D1132 Index,132D1158 Index
Turkey,14629.31,1.33,6988.07,1.35,7641.24,1.31,-653.17,186D1132 Index,132D1186 Index
Russia,14204.11,1.29,8093.53,1.56,6110.58,1.05,1982.95,922D1132 Index,132D1922 Index
Czech Republic,13417.17,1.22,5252.45,1.01,8164.72,1.4,-2912.27,935D1132 Index,132D1935 Index
Portugal,12947.55,1.18,5814.84,1.12,7132.71,1.23,-1317.87,182D1132 Index,132D1182 Index
Sweden,12845.31,1.17,5730.24,1.1,7115.07,1.22,-1384.83,144D1132 Index,132D1144 Index
Austria,11114.89,1.01,4218.61,0.81,6896.28,1.19,-2677.67,122D1132 Index,132D1122 Index
Morocco,10551.76,0.96,5335.85,1.03,5215.91,0.9,119.94,686D1132 Index,132D1686 Index
Singapore,10393.76,0.94,8343.85,1.61,2049.91,0.35,6293.94,576D1132 Index,132D1576 Index
South Korea,9389.95,0.85,5898.41,1.14,3491.54,0.6,2406.87,542D1132 Index,132D1542 Index
Slovakia,9310.05,0.85,3753.15,0.72,5556.9,0.96,-1803.75,936D1132 Index,132D1936 Index
Hungary,8646.06,0.79,4454.16,0.86,4191.9,0.72,262.26,944D1132 Index,132D1944 Index
Romania,8280.8,0.75,4251.42,0.82,4029.38,0.69,222.04,968D1132 Index,132D1968 Index
Canada,8246.03,0.75,5104.53,0.98,3141.5,0.54,1963.03,156D1132 Index,132D1156 Index
India,7427.16,0.67,2991.96,0.58,4435.2,0.76,-1443.24,534D1132 Index,132D1534 Index
Denmark,7365.33,0.67,3160.18,0.61,4205.15,0.72,-1044.97,128D1132 Index,132D1128 Index
Algeria,6989.68,0.64,3951.94,0.76,3037.74,0.52,914.2,612D1132 Index,132D1612 Index
Tunisia,6889.08,0.63,2790.93,0.54,4098.15,0.71,-1307.22,744D1132 Index,132D1744 Index
Saudi Arabia,6810.03,0.62,4061.96,0.78,2748.07,0.47,1313.89,456D1132 Index,132D1456 Index
Hong Kong,6283.01,0.57,5714.94,1.1,568.07,0.1,5146.87,532D1132 Index,132D1532 Index
Brazil,5795.17,0.53,3386.59,0.65,2408.58,0.41,978.01,223D1132 Index,132D1223 Index
United Arab Emirates,5707.86,0.52,4762.32,0.92,945.54,0.16,3816.78,466D1132 Index,132D1466 Index
Vietnam,5640.73,0.51,1500.56,0.29,4140.17,0.71,-2639.61,582D1132 Index,132D1582 Index
Mexico,5147.14,0.47,3593.44,0.69,1553.7,0.27,2039.74,273D1132 Index,132D1273 Index
Australia,4911.97,0.45,4257.32,0.82,654.65,0.11,3602.68,193D1132 Index,132D1193 Index
Luxembourg,4852.15,0.44,2285.28,0.44,2566.87,0.44,-281.59,137D1132 Index,132D1137 Index
Finland,4480.62,0.41,2094.88,0.4,2385.74,0.41,-290.86,172D1132 Index,132D1172 Index
Greece,4459.49,0.41,2456.65,0.47,2002.84,0.34,453.81,174D1132 Index,132D1174 Index
Norway,4277.5,0.39,2550.84,0.49,1726.66,0.3,824.18,142D1132 Index,132D1142 Index
Thailand,4101.72,0.37,2259.7,0.44,1842.02,0.32,417.68,578D1132 Index,132D1578 Index
Malaysia,3388.97,0.31,1495.26,0.29,1893.71,0.33,-398.45,548D1132 Index,132D1548 Index
Israel,3293.33,0.3,2145.5,0.41,1147.83,0.2,997.67,436D1132 Index,132D1436 Index
Slovenia,2837.57,0.26,1080.5,0.21,1757.07,0.3,-676.57,961D1132 Index,132D1961 Index
Kazakhstan,2628.14,0.24,835.33,0.16,1792.81,0.31,-957.48,916D1132 Index,132D1916 Index
Indonesia,2508.53,0.23,1360.06,0.26,1148.47,0.2,211.59,536D1132 Index,132D1536 Index
Nigeria,2308.05,0.21,286.08,0.06,2021.97,0.35,-1735.89,694D1132 Index,132D1694 Index
South Africa,2212.46,0.2,1677.08,0.32,535.38,0.09,1141.7,199D1132 Index,132D1199 Index
Bulgaria,2157.51,0.2,1014.85,0.2,1142.66,0.2,-127.81,918D1132 Index,132D1918 Index
Ukraine,2068.62,0.19,1475.4,0.28,593.22,0.1,882.18,926D1132 Index,132D1926 Index
Egypt,2050.35,0.19,1459.26,0.28,591.09,0.1,868.17,469D1132 Index,132D1469 Index
Cote D Ivoire,2002.73,0.18,1142.5,0.22,860.23,0.15,282.27,662D1132 Index,132D1662 Index
Macau,1979.49,0.18,1967.96,0.38,11.53,0,1956.43,546D1132 Index,132D1546 Index
Bangladesh,1951.09,0.18,220.33,0.04,1730.76,0.3,-1510.43,513D1132 Index,132D1513 Index
Lithuania,1796.98,0.16,1104.56,0.21,692.42,0.12,412.14,946D1132 Index,132D1946 Index
Chile,1733.65,0.16,882.79,0.17,850.87,0.15,31.92,228D1132 Index,132D1228 Index
Qatar,1404.32,0.13,874.71,0.17,529.62,0.09,345.09,453D1132 Index,132D1453 Index
Senegal,1300.5,0.12,1223.63,0.24,76.87,0.01,1146.76,722D1132 Index,132D1722 Index
Colombia,1220.64,0.11,958.54,0.18,262.1,0.05,696.45,233D1132 Index,132D1233 Index
Philippines,1199.18,0.11,613.62,0.12,585.55,0.1,28.07,566D1132 Index,132D1566 Index
Argentina,1191.51,0.11,781.51,0.15,410,0.07,371.51,213D1132 Index,132D1213 Index
Croatia,1135.39,0.1,684.54,0.13,450.84,0.08,233.7,960D1132 Index,132D1960 Index
Pakistan,964.32,0.09,357.06,0.07,607.27,0.1,-250.21,564D1132 Index,132D1564 Index
New Zealand,897.53,0.08,613.4,0.12,284.12,0.05,329.28,196D1132 Index,132D1196 Index
Serbia,858.12,0.08,411.7,0.08,446.42,0.08,-34.72,942D1132 Index,132D1942 Index
Ethiopia,794.94,0.07,750.13,0.14,44.82,0.01,705.31,644D1132 Index,132D1644 Index
Angola,786.81,0.07,299,0.06,487.81,0.08,-188.81,614D1132 Index,132D1614 Index
Madagascar,785.02,0.07,230.17,0.04,554.85,0.1,-324.68,674D1132 Index,132D1674 Index
Cameroon,727.25,0.07,496.87,0.1,230.38,0.04,266.49,622D1132 Index,132D1622 Index
New Caledonia,724.56,0.07,683.17,0.13,41.39,0.01,641.78,839D1132 Index,132D1839 Index
Latvia,716.47,0.07,432.58,0.08,283.89,0.05,148.69,941D1132 Index,132D1941 Index
Niger,714.42,0.06,675.32,0.13,39.1,0.01,636.22,692D1132 Index,132D1692 Index
Libya,707.68,0.06,173.67,0.03,534.01,0.09,-360.34,672D1132 Index,132D1672 Index
Estonia,698.17,0.06,360.21,0.07,337.97,0.06,22.24,939D1132 Index,132D1939 Index
Malta,681.51,0.06,369.04,0.07,312.46,0.05,56.58,181D1132 Index,132D1181 Index
Iraq,676.96,0.06,404.97,0.08,271.99,0.05,132.97,433D1132 Index,132D1433 Index
Gabon,632.32,0.06,512.93,0.1,119.39,0.02,393.54,646D1132 Index,132D1646 Index
Cambodia,623.26,0.06,104.37,0.02,518.89,0.09,-414.52,522D1132 Index,132D1522 Index
Azerbaijan,569.75,0.05,447.98,0.09,121.78,0.02,326.2,912D1132 Index,132D1912 Index
