Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,92679.8,100,49494.4,100,43185.4,100,6309,001D1429 Index,429D1001 Index
Emerging and Developing Economies,62226.3,67.14,33828.3,68.35,28398,65.76,5430.3,200I1429 Index,429D1200 Index
Non Fuel Exporting Countries,52056,56.17,31473,63.59,20583,47.66,10890,092D1429 Index,429D1092 Index
Developing Asia,38147,41.16,23668.1,47.82,14478.9,33.53,9189.2,505D1429 Index,429D1505 Index
Advanced Economies,30389.2,32.79,15662.1,31.64,14727.1,34.1,935,110D1429 Index,429D1110 Index
China,25615.5,27.64,14919.2,30.14,10696.3,24.77,4222.9,924D1429 Index,429D1924 Index
European Union,13895.27,14.99,6018.3,12.16,7876.97,18.24,-1858.67,998D1429 Index,429D1998 Index
Euro-zone,12644.41,13.64,5675.14,11.47,6969.27,16.14,-1294.13,995D1429 Index,429D1995 Index
Developing Europe,11785.88,12.72,6033.22,12.19,5752.66,13.32,280.56,170D1429 Index,429D1170 Index
India,10239.82,11.05,8284.76,16.74,1955.06,4.53,6329.7,534D1429 Index,429D1534 Index
Fuel Exporting Countries,10170.22,10.97,2355.23,4.76,7814.99,18.1,-5459.76,080D1429 Index,429D1080 Index
South Korea,8239.7,8.89,4779.61,9.66,3460.09,8.01,1319.52,542D1429 Index,429D1542 Index
Turkey,7525.18,8.12,4800.64,9.7,2724.54,6.31,2076.1,186D1429 Index,429D1186 Index
United Arab Emirates,6657.79,7.18,968.59,1.96,5689.2,13.17,-4720.61,466D1429 Index,429D1466 Index
Japan,3906.88,4.22,3360.36,6.79,546.52,1.27,2813.84,158D1429 Index,429D1158 Index
CIS Countries,3616.31,3.9,954.49,1.93,2661.82,6.16,-1707.33,901D1429 Index,429D1901 Index
Germany,2852.51,3.08,319.01,0.64,2533.5,5.87,-2214.49,134D1429 Index,429D1134 Index
France,2468.1,2.66,1511.97,3.05,956.13,2.21,555.84,132D1429 Index,429D1132 Index
Italy,2374.63,2.56,1147.79,2.32,1226.84,2.84,-79.05,136D1429 Index,429D1136 Index
Russia,1846.85,1.99,302.77,0.61,1544.08,3.58,-1241.31,922D1429 Index,429D1922 Index
Developing Western Hemisphere,1813.68,1.96,142.33,0.29,1671.35,3.87,-1529.02,205D1429 Index,429D1205 Index
Netherlands,1349.77,1.46,560.3,1.13,789.47,1.83,-229.17,138D1429 Index,429D1138 Index
Spain,1317.67,1.42,968.42,1.96,349.25,0.81,619.17,184D1429 Index,429D1184 Index
Brazil,1299.75,1.4,91.42,0.18,1208.33,2.8,-1116.91,223D1429 Index,429D1223 Index
Afghanistan,1286.78,1.39,1265.14,2.56,21.64,0.05,1243.5,512D1429 Index,429D1512 Index
Switzerland,1172.52,1.27,21.53,0.04,1150.99,2.67,-1129.46,146D1429 Index,429D1146 Index
Singapore,925.55,1,540.85,1.09,384.71,0.89,156.14,576D1429 Index,429D1576 Index
Greece,847.52,0.91,825.59,1.67,21.94,0.05,803.65,174D1429 Index,429D1174 Index
Oman,710.47,0.77,642.25,1.3,68.22,0.16,574.03,449D1429 Index,429D1449 Index
Pakistan,687.55,0.74,323.09,0.65,364.47,0.84,-41.38,564D1429 Index,429D1564 Index
Ukraine,660.99,0.71,39.95,0.08,621.03,1.44,-581.08,926D1429 Index,429D1926 Index
Malaysia,597.83,0.65,154.79,0.31,443.04,1.03,-288.25,548D1429 Index,429D1548 Index
Belgium,582.25,0.63,180.09,0.36,402.15,0.93,-222.06,124D1429 Index,429D1124 Index
Thailand,487.17,0.53,167.56,0.34,319.62,0.74,-152.06,578D1429 Index,429D1578 Index
United Kingdom,474.35,0.51,61.23,0.12,413.12,0.96,-351.89,112D1429 Index,429D1112 Index
Austria,398.73,0.43,104.36,0.21,294.37,0.68,-190.02,122D1429 Index,429D1122 Index
United States,370.97,0.4,86,0.17,284.97,0.66,-198.97,111D1429 Index,429D1111 Index
Sweden,347.48,0.37,13.41,0.03,334.07,0.77,-320.66,144D1429 Index,429D1144 Index
Hong Kong,346.75,0.37,257.28,0.52,89.47,0.21,167.81,532D1429 Index,429D1532 Index
Sub-Saharan Africa,345.01,0.37,219.08,0.44,125.93,0.29,93.15,603D1429 Index,429D1603 Index
Romania,336.19,0.36,115,0.23,221.19,0.51,-106.19,968D1429 Index,429D1968 Index
Argentina,319.45,0.34,3.93,0.01,315.51,0.73,-311.58,213D1429 Index,429D1213 Index
Indonesia,302.78,0.33,103.41,0.21,199.37,0.46,-95.97,536D1429 Index,429D1536 Index
Kazakhstan,256.48,0.28,45.72,0.09,210.76,0.49,-165.04,916D1429 Index,429D1916 Index
Denmark,220.43,0.24,7.95,0.02,212.48,0.49,-204.53,128D1429 Index,429D1128 Index
Azerbaijan,218.29,0.24,171.53,0.35,46.77,0.11,124.76,912D1429 Index,429D1912 Index
Canada,189.35,0.2,37.08,0.07,152.26,0.35,-115.18,156D1429 Index,429D1156 Index
Armenia,184.87,0.2,163.98,0.33,20.89,0.05,143.09,911D1429 Index,429D1911 Index
Poland,171.91,0.19,127.58,0.26,44.33,0.1,83.25,964D1429 Index,429D1964 Index
Philippines,170.84,0.18,1.69,0,169.15,0.39,-167.47,566D1429 Index,429D1566 Index
Sri Lanka,154.85,0.17,6.99,0.01,147.85,0.34,-140.86,524D1429 Index,429D1524 Index
Uzbekistan,151.19,0.16,57.08,0.12,94.11,0.22,-37.03,927D1429 Index,429D1927 Index
Finland,143.52,0.15,0.48,0,143.05,0.33,-142.57,172D1429 Index,429D1172 Index
Jordan,134.67,0.15,110.82,0.22,23.85,0.06,86.97,439D1429 Index,429D1439 Index
Australia,128.65,0.14,68.05,0.14,60.6,0.14,7.45,193D1429 Index,429D1193 Index
Ireland,127.93,0.14,0.37,0,127.56,0.3,-127.19,178D1429 Index,429D1178 Index
Georgia,127.87,0.14,84.55,0.17,43.32,0.1,41.22,915D1429 Index,429D1915 Index
Syria,124.04,0.13,114.44,0.23,9.61,0.02,104.83,463D1429 Index,429D1463 Index
New Zealand,121.66,0.13,3.63,0.01,118.03,0.27,-114.4,196D1429 Index,429D1196 Index
Kuwait,120.58,0.13,66.51,0.13,54.06,0.13,12.45,443D1429 Index,429D1443 Index
Qatar,95.13,0.1,83.93,0.17,11.2,0.03,72.74,453D1429 Index,429D1453 Index
Tajikistan,91.39,0.1,75.13,0.15,16.26,0.04,58.86,923D1429 Index,429D1923 Index
Ecuador,86.84,0.09,0.06,0,86.78,0.2,-86.73,248D1429 Index,429D1248 Index
Hungary,72.97,0.08,47.49,0.1,25.48,0.06,22.01,944D1429 Index,429D1944 Index
Kenya,71.17,0.08,60.47,0.12,10.7,0.02,49.78,664D1429 Index,429D1664 Index
South Africa,68.81,0.07,19.11,0.04,49.7,0.12,-30.59,199D1429 Index,429D1199 Index
Lebanon,62.73,0.07,44.9,0.09,17.83,0.04,27.08,446D1429 Index,429D1446 Index
