Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,1023340,100,511235,100,512105,100,-870,001D1138 Index,138D1001 Index
Advanced Economies,762288,74.49,439024,85.88,323264,63.12,115760,110D1138 Index,138D1110 Index
European Union,570702,55.77,362429,70.89,208273,40.67,154156,998D1138 Index,138D1998 Index
Euro-zone,492727,48.15,316297,61.87,176430,34.45,139867,995D1138 Index,138D1995 Index
Emerging and Developing Economies,258247.6,25.24,72121.6,14.11,186126,36.35,-114004.4,200I1138 Index,138D1200 Index
Germany,218462.6,21.35,143057,27.98,75405.6,14.72,67651.4,134D1138 Index,138D1134 Index
Non Fuel Exporting Countries,204843.8,20.02,58877.8,11.52,145966,28.5,-87088.2,092D1138 Index,138D1092 Index
Developing Asia,116481.1,11.38,16409.1,3.21,100072,19.54,-83662.9,505D1138 Index,138D1505 Index
Belgium,105229.1,10.28,62761.3,12.28,42467.8,8.29,20293.5,124D1138 Index,138D1124 Index
China,83077.04,8.12,8805.34,1.72,74271.7,14.5,-65466.36,924D1138 Index,138D1924 Index
United Kingdom,73343.2,7.17,47371.3,9.27,25971.9,5.07,21399.4,112D1138 Index,138D1112 Index
Developing Europe,69124.3,6.75,29079.1,5.69,40045.2,7.82,-10966.1,170D1138 Index,138D1170 Index
France,62423.1,6.1,43205.7,8.45,19217.4,3.75,23988.3,132D1138 Index,138D1132 Index
United States,57586.2,5.63,16752,3.28,40834.2,7.97,-24082.2,111D1138 Index,138D1111 Index
Fuel Exporting Countries,53403.9,5.22,13243.8,2.59,40160.1,7.84,-26916.3,080D1138 Index,138D1080 Index
Italy,33019.4,3.23,22806.5,4.46,10212.9,1.99,12593.6,136D1138 Index,138D1136 Index
Developing Western Hemisphere,28271.11,2.76,9593.01,1.88,18678.1,3.65,-9085.09,205D1138 Index,138D1205 Index
CIS Countries,26510.45,2.59,4559.55,0.89,21950.9,4.29,-17391.35,901D1138 Index,138D1901 Index
Spain,24320.51,2.38,15751.7,3.08,8568.81,1.67,7182.89,184D1138 Index,138D1184 Index
Russia,23470.98,2.29,3095.68,0.61,20375.3,3.98,-17279.62,922D1138 Index,138D1922 Index
Sub-Saharan Africa,20838.12,2.04,6816.12,1.33,14022,2.74,-7205.88,603D1138 Index,138D1603 Index
Poland,20291.18,1.98,11601,2.27,8690.18,1.7,2910.82,964D1138 Index,138D1964 Index
Norway,19266.68,1.88,2776.98,0.54,16489.7,3.22,-13712.72,142D1138 Index,138D1142 Index
Sweden,19098.81,1.87,11267.3,2.2,7831.51,1.53,3435.79,144D1138 Index,138D1144 Index
Japan,14269.42,1.39,2709.72,0.53,11559.7,2.26,-8849.98,158D1138 Index,138D1158 Index
Czech Republic,13448.37,1.31,7554.15,1.48,5894.22,1.15,1659.93,935D1138 Index,138D1935 Index
Denmark,11209.34,1.1,6953.87,1.36,4255.47,0.83,2698.4,128D1138 Index,138D1128 Index
Ireland,9927.47,0.97,3675.57,0.72,6251.9,1.22,-2576.33,178D1138 Index,138D1178 Index
Brazil,9844.5,0.96,2617.12,0.51,7227.38,1.41,-4610.26,223D1138 Index,138D1223 Index
Finland,9523.92,0.93,5434.97,1.06,4088.95,0.8,1346.02,172D1138 Index,138D1172 Index
Hong Kong,8905.39,0.87,2949.91,0.58,5955.48,1.16,-3005.57,532D1138 Index,138D1532 Index
Singapore,8821.59,0.86,4115.24,0.8,4706.35,0.92,-591.11,576D1138 Index,138D1576 Index
Austria,8794.29,0.86,6221.13,1.22,2573.16,0.5,3647.97,122D1138 Index,138D1122 Index
South Korea,8303.23,0.81,4349.31,0.85,3953.92,0.77,395.39,542D1138 Index,138D1542 Index
Switzerland,8114.53,0.79,5163.82,1.01,2950.71,0.58,2213.11,146D1138 Index,138D1146 Index
Malaysia,7996.31,0.78,2329.08,0.46,5667.23,1.11,-3338.15,548D1138 Index,138D1548 Index
Israel,7344,0.72,2421.7,0.47,4922.3,0.96,-2500.6,436D1138 Index,138D1436 Index
Turkey,6913.85,0.68,3033.96,0.59,3879.89,0.76,-845.93,186D1138 Index,138D1186 Index
Hungary,6912.11,0.68,4205.96,0.82,2706.15,0.53,1499.81,944D1138 Index,138D1944 Index
Nigeria,6636.83,0.65,1235.32,0.24,5401.51,1.05,-4166.19,694D1138 Index,138D1694 Index
India,6027.74,0.59,1936.21,0.38,4091.53,0.8,-2155.32,534D1138 Index,138D1534 Index
Canada,5547.43,0.54,2845.8,0.56,2701.63,0.53,144.17,156D1138 Index,138D1156 Index
Portugal,5504.4,0.54,3418.4,0.67,2086,0.41,1332.4,182D1138 Index,138D1182 Index
Mexico,5476.93,0.54,3447.96,0.67,2028.97,0.4,1418.99,273D1138 Index,138D1273 Index
Saudi Arabia,4794.92,0.47,1764.36,0.35,3030.56,0.59,-1266.2,456D1138 Index,138D1456 Index
Thailand,4764.71,0.47,966.68,0.19,3798.03,0.74,-2831.35,578D1138 Index,138D1578 Index
Romania,4438.94,0.43,2794.79,0.55,1644.15,0.32,1150.64,968D1138 Index,138D1968 Index
Indonesia,4250.38,0.42,785.23,0.15,3465.15,0.68,-2679.92,536D1138 Index,138D1536 Index
Vietnam,4195.06,0.41,690.11,0.13,3504.95,0.68,-2814.84,582D1138 Index,138D1582 Index
