Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,625946,100,297017,100,328929,100,-31912,001D1184 Index,184D1001 Index
Advanced Economies,439774,70.26,224835,75.7,214939,65.35,9896,110D1184 Index,184D1110 Index
European Union,369097,58.97,180775,60.86,188322,57.25,-7547,998D1184 Index,184D1998 Index
Euro-zone,325170,51.95,161958,54.53,163212,49.62,-1254,995D1184 Index,184D1995 Index
Emerging and Developing Economies,185223.4,29.59,71432.4,24.05,113791,34.59,-42358.6,200I1184 Index,184D1200 Index
Non Fuel Exporting Countries,154778.1,24.73,61223.7,20.61,93554.4,28.44,-32330.7,092D1184 Index,184D1092 Index
France,83422,13.33,46255.7,15.57,37166.3,11.3,9089.4,132D1184 Index,184D1132 Index
Germany,81294.8,12.99,35859.1,12.07,45435.7,13.81,-9576.6,134D1184 Index,184D1134 Index
Developing Asia,57505.5,9.19,14758.9,4.97,42746.6,13,-27987.7,505D1184 Index,184D1505 Index
Italy,44972.2,7.18,23350.2,7.86,21622,6.57,1728.2,136D1184 Index,184D1136 Index
China,39112.6,6.25,10352.3,3.49,28760.3,8.74,-18408,924D1184 Index,184D1924 Index
Portugal,38309.3,6.12,25288.5,8.51,13020.8,3.96,12267.7,182D1184 Index,184D1182 Index
Fuel Exporting Countries,30445.4,4.86,10208.7,3.44,20236.7,6.15,-10028,080D1184 Index,184D1080 Index
United Kingdom,29862.1,4.77,18064.7,6.08,11797.4,3.59,6267.3,112D1184 Index,184D1112 Index
Netherlands,29584.8,4.73,10319.4,3.47,19265.4,5.86,-8946,138D1184 Index,184D1138 Index
United States,28659.7,4.58,15289.6,5.15,13370.1,4.06,1919.5,111D1184 Index,184D1111 Index
Developing Western Hemisphere,28231.3,4.51,13356.1,4.5,14875.2,4.52,-1519.1,205D1184 Index,184D1205 Index
Belgium,21190.52,3.39,9296.92,3.13,11893.6,3.62,-2596.68,124D1184 Index,184D1124 Index
Morocco,14084.51,2.25,6837.52,2.3,7246.99,2.2,-409.47,686D1184 Index,184D1686 Index
Poland,13979.19,2.23,6382.43,2.15,7596.76,2.31,-1214.33,964D1184 Index,184D1964 Index
Sub-Saharan Africa,13566.6,2.17,4506.74,1.52,9059.86,2.75,-4553.12,603D1184 Index,184D1603 Index
Switzerland,12980.67,2.07,7422.86,2.5,5557.81,1.69,1865.05,146D1184 Index,184D1146 Index
Turkey,12053.14,1.93,5039.43,1.7,7013.71,2.13,-1974.28,186D1184 Index,184D1186 Index
CIS Countries,11184.94,1.79,4679.41,1.58,6505.53,1.98,-1826.12,901D1184 Index,184D1901 Index
Czech Republic,7485.31,1.2,2862.66,0.96,4622.65,1.41,-1759.99,935D1184 Index,184D1935 Index
Mexico,7440.81,1.19,3987.33,1.34,3453.48,1.05,533.85,273D1184 Index,184D1273 Index
Brazil,6660.86,1.06,2684.3,0.9,3976.56,1.21,-1292.26,223D1184 Index,184D1223 Index
Russia,6016.71,0.96,3074.8,1.04,2941.91,0.89,132.89,922D1184 Index,184D1922 Index
Romania,5672.19,0.91,2279.73,0.77,3392.46,1.03,-1112.73,968D1184 Index,184D1968 Index
Sweden,5566.93,0.89,2502.09,0.84,3064.84,0.93,-562.75,144D1184 Index,184D1144 Index
Japan,5447.3,0.87,2900.28,0.98,2547.02,0.77,353.26,158D1184 Index,184D1158 Index
Ireland,5376.09,0.86,1962.69,0.66,3413.4,1.04,-1450.71,178D1184 Index,184D1178 Index
India,4923.52,0.79,1429.97,0.48,3493.55,1.06,-2063.58,534D1184 Index,184D1534 Index
Austria,4815.15,0.77,2379.42,0.8,2435.73,0.74,-56.31,122D1184 Index,184D1122 Index
Hungary,4761.2,0.76,1848.35,0.62,2912.85,0.89,-1064.5,944D1184 Index,184D1944 Index
Saudi Arabia,4711.88,0.75,2124.5,0.72,2587.38,0.79,-462.88,456D1184 Index,184D1456 Index
Nigeria,4669.38,0.75,206.31,0.07,4463.07,1.36,-4256.76,694D1184 Index,184D1694 Index
South Korea,4416.39,0.71,1901.38,0.64,2515.01,0.76,-613.63,542D1184 Index,184D1542 Index
Denmark,4214.2,0.67,1738.25,0.59,2475.95,0.75,-737.7,128D1184 Index,184D1128 Index
Lithuania,3898.36,0.62,656.34,0.22,3242.02,0.99,-2585.68,946D1184 Index,184D1946 Index
Canada,3801.86,0.61,2385.13,0.8,1416.73,0.43,968.4,156D1184 Index,184D1156 Index
Norway,3227.46,0.52,1966.88,0.66,1260.58,0.38,706.3,142D1184 Index,184D1142 Index
Greece,3148.74,0.5,1945.31,0.65,1203.43,0.37,741.88,174D1184 Index,184D1174 Index
Vietnam,2856.74,0.46,525.97,0.18,2330.77,0.71,-1804.8,582D1184 Index,184D1582 Index
Algeria,2832.81,0.45,1.21,0,2831.6,0.86,-2830.39,612D1184 Index,184D1612 Index
Slovakia,2779.08,0.44,1268.06,0.43,1511.02,0.46,-242.96,936D1184 Index,184D1936 Index
Bangladesh,2694.82,0.43,140.46,0.05,2554.36,0.78,-2413.9,513D1184 Index,184D1513 Index
Chile,2617.68,0.42,1441.94,0.49,1175.74,0.36,266.2,228D1184 Index,184D1228 Index
Finland,2603.91,0.42,1289.99,0.43,1313.92,0.4,-23.93,172D1184 Index,184D1172 Index
South Africa,2361.45,0.38,1561.65,0.53,799.8,0.24,761.85,199D1184 Index,184D1199 Index
Indonesia,2345.09,0.37,456.83,0.15,1888.26,0.57,-1431.43,536D1184 Index,184D1536 Index
Argentina,2254.44,0.36,705.57,0.24,1548.87,0.47,-843.3,213D1184 Index,184D1213 Index
Israel,2228.36,0.36,1523.2,0.51,705.16,0.21,818.04,436D1184 Index,184D1436 Index
United Arab Emirates,2218.89,0.35,1849.13,0.62,369.76,0.11,1479.37,466D1184 Index,184D1466 Index
Egypt,2180.65,0.35,1439.17,0.48,741.48,0.23,697.7,469D1184 Index,184D1469 Index
Ukraine,2136.11,0.34,734.89,0.25,1401.22,0.43,-666.33,926D1184 Index,184D1926 Index
Peru,1874.47,0.3,669.07,0.23,1205.4,0.37,-536.34,293D1184 Index,184D1293 Index
Australia,1873.85,0.3,1529.31,0.51,344.54,0.1,1184.77,193D1184 Index,184D1193 Index
Malaysia,1664.43,0.27,536.95,0.18,1127.48,0.34,-590.53,548D1184 Index,184D1548 Index
Thailand,1542.1,0.25,670.21,0.23,871.88,0.27,-201.67,578D1184 Index,184D1578 Index
Kazakhstan,1523.71,0.24,187.51,0.06,1336.2,0.41,-1148.69,916D1184 Index,184D1916 Index
Bulgaria,1454.71,0.23,670.96,0.23,783.75,0.24,-112.79,918D1184 Index,184D1918 Index
Colombia,1323.52,0.21,798.06,0.27,525.46,0.16,272.6,233D1184 Index,184D1233 Index
Tunisia,1313.44,0.21,679.01,0.23,634.43,0.19,44.57,744D1184 Index,184D1744 Index
Slovenia,1194.93,0.19,551.07,0.19,643.86,0.2,-92.8,961D1184 Index,184D1961 Index
Hong Kong,1105.13,0.18,736.16,0.25,368.97,0.11,367.19,532D1184 Index,184D1532 Index
