Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,984316,100,547817,100,436499,100,111318,001D1542 Index,542D1001 Index
Emerging and Developing Economies,570057,57.91,332748,60.74,237309,54.37,95439,200I1542 Index,542D1200 Index
Non Fuel Exporting Countries,453914,46.11,299413,54.66,154501,35.4,144912,092D1542 Index,542D1092 Index
Advanced Economies,413861,42.05,215018,39.25,198843,45.55,16175,110D1542 Index,542D1110 Index
Developing Asia,379583,38.56,246989,45.09,132594,30.38,114395,505D1542 Index,542D1505 Index
China,264539.3,26.88,174289,31.82,90250.3,20.68,84038.7,924D1542 Index,542D1924 Index
Fuel Exporting Countries,116142.7,11.8,33335.1,6.09,82807.6,18.97,-49472.5,080D1542 Index,542D1080 Index
United States,116039,11.79,71827.4,13.11,44211.6,10.13,27615.8,111D1542 Index,542D1111 Index
European Union,90561.6,9.2,39484.8,7.21,51076.8,11.7,-11592,998D1542 Index,542D1998 Index
Euro-zone,75335.4,7.65,29582.9,5.4,45752.5,10.48,-16169.6,995D1542 Index,542D1995 Index
Japan,72665.7,7.38,26811.9,4.89,45853.8,10.5,-19041.9,158D1542 Index,542D1158 Index
Developing Western Hemisphere,46552.8,4.73,30775.1,5.62,15777.7,3.61,14997.4,205D1542 Index,542D1205 Index
Vietnam,37383.33,3.8,27578.5,5.03,9804.83,2.25,17773.67,582D1542 Index,542D1582 Index
Developing Europe,35410.6,3.6,19941.6,3.64,15469,3.54,4472.6,170D1542 Index,542D1170 Index
Saudi Arabia,29495,3,9933.5,1.81,19561.5,4.48,-9628,456D1542 Index,542D1456 Index
Germany,28225.05,2.87,7268.55,1.33,20956.5,4.8,-13687.95,134D1542 Index,542D1134 Index
Australia,28090,2.85,11652.2,2.13,16437.8,3.77,-4785.6,193D1542 Index,542D1193 Index
Singapore,26134.93,2.66,18192.8,3.32,7942.13,1.82,10250.67,576D1542 Index,542D1576 Index
Hong Kong,24094.33,2.45,22601.3,4.13,1493.03,0.34,21108.27,532D1542 Index,542D1532 Index
CIS Countries,20070.07,2.04,7693.87,1.4,12376.2,2.84,-4682.33,901D1542 Index,542D1901 Index
Mexico,18960.55,1.93,15496.3,2.83,3464.25,0.79,12032.05,273D1542 Index,542D1273 Index
India,17353.67,1.76,13113.1,2.39,4240.57,0.97,8872.53,534D1542 Index,542D1534 Index
Indonesia,17277.6,1.76,8427.21,1.54,8850.39,2.03,-423.18,536D1542 Index,542D1536 Index
Malaysia,16577.69,1.68,7968.25,1.45,8609.44,1.97,-641.19,548D1542 Index,542D1548 Index
Qatar,16475.57,1.67,0.77,0,16474.8,3.77,-16474.03,453D1542 Index,542D1453 Index
Russia,15867.84,1.61,4559.54,0.83,11308.3,2.59,-6748.76,922D1542 Index,542D1922 Index
United Arab Emirates,13892.44,1.41,5277.77,0.96,8614.67,1.97,-3336.9,466D1542 Index,542D1466 Index
United Kingdom,12400.94,1.26,6273.73,1.15,6127.21,1.4,146.52,112D1542 Index,542D1112 Index
Sub-Saharan Africa,11965.32,1.22,6423.15,1.17,5542.17,1.27,880.98,603D1542 Index,542D1603 Index
Thailand,11867.75,1.21,7013.4,1.28,4854.35,1.11,2159.05,578D1542 Index,542D1578 Index
Canada,10525.02,1.07,6541.94,1.19,3983.08,0.91,2558.86,156D1542 Index,542D1156 Index
Brazil,9804.25,1,5745.55,1.05,4058.7,0.93,1686.85,223D1542 Index,542D1223 Index
Italy,9371.04,0.95,3546.13,0.65,5824.91,1.33,-2278.78,136D1542 Index,542D1136 Index
Kuwait,9294.55,0.94,321.19,0.06,8973.36,2.06,-8652.17,443D1542 Index,542D1443 Index
France,8768.63,0.89,2606.42,0.48,6162.21,1.41,-3555.79,132D1542 Index,542D1132 Index
Netherlands,8303.23,0.84,3953.92,0.72,4349.31,1,-395.39,138D1542 Index,542D1138 Index
Turkey,8036.46,0.82,7246.9,1.32,789.56,0.18,6457.34,186D1542 Index,542D1186 Index
Philippines,8022.19,0.82,4770.56,0.87,3251.63,0.74,1518.93,566D1542 Index,542D1566 Index
Iraq,7779.04,0.79,1513.35,0.28,6265.69,1.44,-4752.34,433D1542 Index,542D1433 Index
Chile,6432.42,0.65,2030.33,0.37,4402.09,1.01,-2371.76,228D1542 Index,542D1228 Index
Iran,6046.77,0.61,3679.4,0.67,2367.37,0.54,1312.03,429D1542 Index,542D1429 Index
Spain,4760.89,0.48,2425.82,0.44,2335.07,0.53,90.75,184D1542 Index,542D1184 Index
Slovakia,4232.03,0.43,4000.94,0.73,231.09,0.05,3769.85,936D1542 Index,542D1936 Index
Oman,3854,0.39,965.72,0.18,2888.28,0.66,-1922.57,449D1542 Index,542D1449 Index
Belgium,3608.4,0.37,2177.12,0.4,1431.28,0.33,745.84,124D1542 Index,542D1124 Index
Poland,3319.43,0.34,2623.14,0.48,696.29,0.16,1926.85,964D1542 Index,542D1964 Index
Czech Republic,3160.32,0.32,2583.13,0.47,577.19,0.13,2005.94,935D1542 Index,542D1935 Index
Switzerland,3134.54,0.32,668.92,0.12,2465.62,0.56,-1796.7,146D1542 Index,542D1146 Index
South Africa,2791.45,0.28,1375.51,0.25,1415.94,0.32,-40.43,199D1542 Index,542D1199 Index
Denmark,2765.29,0.28,1767.92,0.32,997.37,0.23,770.55,128D1542 Index,542D1128 Index
Norway,2627.91,0.27,0,0,2627.91,0.6,-2627.91,142D1542 Index,542D1142 Index
New Zealand,2580.98,0.26,1355.96,0.25,1225.02,0.28,130.94,196D1542 Index,542D1196 Index
Egypt,2535.52,0.26,2317.11,0.42,218.41,0.05,2098.7,469D1542 Index,542D1469 Index
Peru,2488.56,0.25,1352.75,0.25,1135.81,0.26,216.94,293D1542 Index,542D1293 Index
Nigeria,2433.05,0.25,1309.56,0.24,1123.49,0.26,186.07,694D1542 Index,542D1694 Index
Sweden,2377.9,0.24,786.24,0.14,1591.66,0.36,-805.42,144D1542 Index,542D1144 Index
Hungary,2110.38,0.21,1374.99,0.25,735.39,0.17,639.6,944D1542 Index,542D1944 Index
Algeria,2040.47,0.21,1175.54,0.21,864.93,0.2,310.61,612D1542 Index,542D1612 Index
Israel,2008.42,0.2,1138.1,0.21,870.32,0.2,267.78,436D1542 Index,542D1436 Index
Austria,1858.8,0.19,682.11,0.12,1176.69,0.27,-494.59,122D1542 Index,542D1122 Index
Uzbekistan,1794.65,0.18,1778.51,0.32,16.14,0,1762.37,927D1542 Index,542D1927 Index
Argentina,1768.43,0.18,1069.56,0.2,698.87,0.16,370.69,213D1542 Index,542D1213 Index
Colombia,1478.84,0.15,1155.36,0.21,323.48,0.07,831.88,233D1542 Index,542D1233 Index
Bangladesh,1469.99,0.15,1134.73,0.21,335.26,0.08,799.47,513D1542 Index,542D1513 Index
Liberia,1392.22,0.14,1377.3,0.25,14.92,0,1362.38,668D1542 Index,542D1668 Index
Finland,1374.58,0.14,291.39,0.05,1083.19,0.25,-791.8,172D1542 Index,542D1172 Index
Ireland,1356.96,0.14,350.51,0.06,1006.45,0.23,-655.94,178D1542 Index,542D1178 Index
Brunei Darussalam,1269.89,0.13,302.6,0.06,967.3,0.22,-664.7,516D1542 Index,542D1516 Index
Slovenia,1183.27,0.12,1070.72,0.2,112.55,0.03,958.17,961D1542 Index,542D1961 Index
Romania,1151.1,0.12,536.4,0.1,614.7,0.14,-78.29,968D1542 Index,542D1968 Index
Equatorial Guinea,1061.41,0.11,5.26,0,1056.15,0.24,-1050.89,642D1542 Index,542D1642 Index
Ecuador,1037.31,0.11,791.59,0.14,245.72,0.06,545.86,248D1542 Index,542D1248 Index
Pakistan,986.55,0.1,702.04,0.13,284.51,0.07,417.52,564D1542 Index,542D1564 Index
Myanmar,917.87,0.09,412.19,0.08,505.68,0.12,-93.48,518D1542 Index,542D1518 Index
Ukraine,917.84,0.09,256.37,0.05,661.47,0.15,-405.1,926D1542 Index,542D1926 Index
Kazakhstan,912.07,0.09,607.05,0.11,305.03,0.07,302.02,916D1542 Index,542D1916 Index
Angola,864.08,0.09,721.54,0.13,142.54,0.03,578.99,614D1542 Index,542D1614 Index
Panama,819.41,0.08,428.65,0.08,390.76,0.09,37.88,283D1542 Index,542D1283 Index
Cote D Ivoire,808.81,0.08,794.33,0.14,14.48,0,779.85,662D1542 Index,542D1662 Index
Jordan,770.2,0.08,692.09,0.13,78.12,0.02,613.97,439D1542 Index,542D1439 Index
Congo,759.51,0.08,678.26,0.12,81.25,0.02,597.01,634D1542 Index,542D1634 Index
Bahrain,723.94,0.07,225.2,0.04,498.74,0.11,-273.54,419D1542 Index,542D1419 Index
Libya,723.87,0.07,542.53,0.1,181.34,0.04,361.19,672D1542 Index,542D1672 Index
Greece,678.11,0.07,430.81,0.08,247.3,0.06,183.51,174D1542 Index,542D1174 Index
Cambodia,676.08,0.07,459.55,0.08,216.53,0.05,243.03,522D1542 Index,542D1522 Index
Guatemala,595.63,0.06,433.77,0.08,161.87,0.04,271.9,258D1542 Index,542D1258 Index
Portugal,578.34,0.06,375.09,0.07,203.24,0.05,171.85,182D1542 Index,542D1182 Index
Morocco,557.67,0.06,403.5,0.07,154.18,0.04,249.32,686D1542 Index,542D1686 Index
Costa Rica,540.83,0.05,391.01,0.07,149.82,0.03,241.19,238D1542 Index,542D1238 Index
Papua New Guinea,539.41,0.05,223.73,0.04,315.68,0.07,-91.95,853D1542 Index,542D1853 Index
Bolivia,432.43,0.04,187.76,0.03,244.67,0.06,-56.91,218D1542 Index,542D1218 Index
Gabon,409.33,0.04,24.76,0,384.57,0.09,-359.81,646D1542 Index,542D1646 Index
Peoples Democratic Republic of Yemen,396.29,0.04,34.95,0.01,361.34,0.08,-326.4,474D1542 Index,542D1474 Index
Zambia,395.42,0.04,48.58,0.01,346.84,0.08,-298.26,754D1542 Index,542D1754 Index
Sri Lanka,392.97,0.04,308.5,0.06,84.47,0.02,224.03,524D1542 Index,542D1524 Index
Dominican Republic,360.97,0.04,282.35,0.05,78.63,0.02,203.72,243D1542 Index,542D1243 Index
"Congo, Democratic Republic",345.52,0.04,43.95,0.01,301.56,0.07,-257.61,636D1542 Index,542D1636 Index
New Caledonia,320.08,0.03,157.36,0.03,162.72,0.04,-5.36,839D1542 Index,542D1839 Index
Malta,313.46,0.03,51.33,0.01,262.13,0.06,-210.79,181D1542 Index,542D1181 Index
Mongolia,304.88,0.03,258.7,0.05,46.19,0.01,212.51,948D1542 Index,542D1948 Index
Ghana,304.08,0.03,264,0.05,40.08,0.01,223.92,652D1542 Index,542D1652 Index
Venezuela,303.12,0.03,282.36,0.05,20.77,0,261.59,299D1542 Index,542D1299 Index
Lithuania,295.63,0.03,222.91,0.04,72.71,0.02,150.2,946D1542 Index,542D1946 Index
Trinidad And Tobago,292.57,0.03,176.04,0.03,116.53,0.03,59.5,369D1542 Index,542D1369 Index
Uruguay,292.56,0.03,208.98,0.04,83.58,0.02,125.4,298D1542 Index,542D1298 Index
Paraguay,291.81,0.03,272.15,0.05,19.65,0,252.5,288D1542 Index,542D1288 Index
Tanzania,276.43,0.03,225.6,0.04,50.83,0.01,174.76,738D1542 Index,542D1738 Index
Lebanon,270.55,0.03,247.04,0.05,23.51,0.01,223.52,446D1542 Index,542D1446 Index
Ethiopia,265.84,0.03,210.4,0.04,55.43,0.01,154.97,644D1542 Index,542D1644 Index
Tunisia,239.32,0.02,188.77,0.03,50.55,0.01,138.22,744D1542 Index,542D1744 Index
Serbia,234.54,0.02,118.72,0.02,115.82,0.03,2.9,942D1542 Index,542D1942 Index
Kenya,219.95,0.02,191.64,0.03,28.3,0.01,163.34,664D1542 Index,542D1664 Index
Laos,209.01,0.02,180.59,0.03,28.42,0.01,152.17,544D1542 Index,542D1544 Index
Bulgaria,195.65,0.02,93.93,0.02,101.72,0.02,-7.78,918D1542 Index,542D1918 Index
Sudan,194.43,0.02,176.61,0.03,17.82,0,158.79,732D1542 Index,542D1732 Index
Turkmenistan,193.12,0.02,193.09,0.04,0.03,0,193.06,925D1542 Index,542D1925 Index
El Salvador,177.83,0.02,163.65,0.03,14.18,0,149.47,253D1542 Index,542D1253 Index
Macau,161.3,0.02,158.25,0.03,3.05,0,155.2,546D1542 Index,542D1546 Index
Belarus,160.19,0.02,113.25,0.02,46.94,0.01,66.3,913D1542 Index,542D1913 Index
Estonia,155.91,0.02,44.25,0.01,111.66,0.03,-67.41,939D1542 Index,542D1939 Index
Croatia,146.16,0.01,136.18,0.02,9.99,0,126.19,960D1542 Index,542D1960 Index
Honduras,140.65,0.01,85.55,0.02,55.09,0.01,30.46,268D1542 Index,542D1268 Index
Fiji,135.97,0.01,132.16,0.02,3.81,0,128.35,819D1542 Index,542D1819 Index
Senegal,123.24,0.01,60.56,0.01,62.68,0.01,-2.11,722D1542 Index,542D1722 Index
Madagascar,121.49,0.01,35.91,0.01,85.59,0.02,-49.68,674D1542 Index,542D1674 Index
Latvia,107.43,0.01,47.8,0.01,59.62,0.01,-11.82,941D1542 Index,542D1941 Index
Cyprus,100.64,0.01,24.11,0,76.53,0.02,-52.41,423D1542 Index,542D1423 Index
Nicaragua,99.21,0.01,86.61,0.02,12.6,0,74.01,278D1542 Index,542D1278 Index
Cameroon,97.98,0.01,55.28,0.01,42.7,0.01,12.58,622D1542 Index,542D1622 Index
Afghanistan,91.84,0.01,91.78,0.02,0.06,0,91.72,512D1542 Index,542D1512 Index
